49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511,49.511
47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905,47.905
46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460,46.460
45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065,45.065
43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824,43.824
42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449,42.449
00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000
45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394,45.394
45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098,45.098
43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964,43.964
00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000
