"State(3, 0)",0,-0.04,0.847,1.715,2.574,3.424,4.266,5.098,5.923,6.739,7.546,8.346,9.138,9.922,10.697,11.466,12.226,12.979,13.724,14.462,15.192,15.915,16.631,17.34,18.041,18.736,19.423,20.105,20.779,21.447,22.109,22.764,23.412,24.054,24.689,25.318,25.941,26.559,27.171,27.778,28.379,28.975,29.565,30.151,30.731,31.306,31.876,32.44,33,33.555,34.104,34.649,35.189,35.724,36.254,36.784,37.315,37.845,38.373,38.9,39.424,39.945,40.463,40.978,41.49,41.999,42.504,43.005,43.502,43.996,44.485,44.971,45.452,45.93,46.403,46.873,47.338,47.799,48.255,48.708,49.156,49.6,50.041,50.476,50.908,51.336,51.76,52.179,52.595,53.006,53.414,53.817,54.217,54.613,55.005,55.393,55.777,56.157,56.534,56.907,57.276,57.642,58.004,58.362,58.717,59.068,59.416,59.76,60.101,60.439,60.773,61.104,61.432,61.756,62.077,62.395,62.71,63.021,63.33,63.635
"State(3, 1)",0,1,1.784,2.571,3.349,4.127,4.902,5.676,6.447,7.215,7.98,8.741,9.498,10.251,10.999,11.742,12.48,13.213,13.94,14.662,15.377,16.087,16.791,17.49,18.182,18.868,19.554,20.236,20.911,21.58,22.242,22.898,23.547,24.19,24.826,25.456,26.08,26.698,27.31,27.917,28.518,29.114,29.705,30.29,30.87,31.445,32.015,32.58,33.14,33.695,34.244,34.789,35.329,35.864,36.407,36.972,37.534,38.094,38.649,39.199,39.745,40.286,40.822,41.353,41.879,42.4,42.917,43.429,43.936,44.438,44.936,45.428,45.916,46.4,46.878,47.352,47.821,48.286,48.746,49.202,49.653,50.1,50.542,50.98,51.414,51.843,52.268,52.689,53.106,53.519,53.927,54.332,54.732,55.129,55.521,55.91,56.294,56.675,57.053,57.426,57.795,58.161,58.524,58.882,59.237,59.589,59.937,60.282,60.623,60.96,61.295,61.626,61.953,62.278,62.599,62.917,63.232,63.543,63.852,64.157
"State(3, 2)",0,-0.04,0.752,1.447,2.217,2.976,3.745,4.512,5.279,6.044,6.807,7.566,8.321,9.071,9.817,10.559,11.295,12.026,12.752,13.472,14.187,14.895,15.599,16.296,16.987,17.673,18.352,19.031,19.705,20.373,21.034,21.689,22.338,22.981,23.617,24.247,24.871,25.488,26.1,26.707,27.308,27.906,28.502,29.092,29.677,30.257,30.832,31.401,31.966,32.525,33.079,33.628,34.173,34.712,35.246,35.786,36.343,36.896,37.447,37.993,38.535,39.072,39.605,40.134,40.659,41.18,41.696,42.208,42.715,43.217,43.715,44.207,44.695,45.178,45.657,46.131,46.6,47.065,47.525,47.981,48.432,48.879,49.321,49.759,50.193,50.622,51.047,51.468,51.885,52.297,52.706,53.11,53.511,53.907,54.3,54.688,55.073,55.454,55.831,56.204,56.574,56.94,57.302,57.661,58.016,58.368,58.716,59.06,59.401,59.739,60.073,60.404,60.732,61.056,61.378,61.696,62.01,62.322,62.631,62.936
"State(3, 3)",0,-1,-1.04,-0.34,0.267,1.001,1.739,2.483,3.222,3.956,4.702,5.458,6.211,6.959,7.703,8.443,9.178,9.908,10.632,11.351,12.065,12.773,13.476,14.173,14.864,15.549,16.229,16.908,17.585,18.258,18.925,19.585,20.24,20.888,21.53,22.165,22.795,23.418,24.036,24.648,25.254,25.854,26.452,27.047,27.637,28.221,28.8,29.373,29.942,30.505,31.064,31.617,32.165,32.708,33.246,33.78,34.316,34.866,35.411,35.954,36.492,37.026,37.556,38.081,38.603,39.123,39.638,40.15,40.656,41.158,41.655,42.148,42.636,43.119,43.597,44.071,44.54,45.005,45.465,45.921,46.372,46.818,47.261,47.699,48.132,48.562,48.987,49.408,49.824,50.237,50.645,51.05,51.45,51.846,52.239,52.628,53.012,53.393,53.77,54.144,54.513,54.879,55.241,55.6,55.955,56.307,56.655,56.999,57.34,57.678,58.012,58.343,58.671,58.995,59.317,59.635,59.949,60.261,60.57,60.875
Wall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"State(3, 5) ",0,-0.04,-0.08,-0.11,-0.15,0.142,0.655,1.291,1.974,2.678,3.386,4.092,4.793,5.489,6.178,6.861,7.537,8.209,8.875,9.537,10.195,10.848,11.497,12.141,12.782,13.418,14.05,14.678,15.302,15.921,16.537,17.148,17.755,18.358,18.956,19.551,20.141,20.728,21.31,21.887,22.48,23.132,23.791,24.446,25.095,25.738,26.374,27.004,27.627,28.245,28.856,29.461,30.06,30.653,31.24,31.821,32.396,32.966,33.53,34.088,34.641,35.188,35.73,36.266,36.797,37.322,37.843,38.358,38.868,39.373,39.873,40.367,40.857,41.342,41.822,42.298,42.768,43.234,43.695,44.152,44.604,45.052,45.495,45.933,46.368,46.797,47.223,47.644,48.061,48.474,48.883,49.288,49.689,50.085,50.478,50.867,51.252,51.633,52.01,52.383,52.753,53.119,53.482,53.84,54.195,54.547,54.895,55.24,55.581,55.919,56.253,56.584,56.912,57.236,57.558,57.875,58.19,58.502,58.811,59.116
"State(4, 0)",0,-0.04,0.744,1.602,2.459,3.309,4.15,4.982,5.807,6.623,7.431,8.231,9.023,9.807,10.583,11.351,12.112,12.865,13.61,14.348,15.079,15.802,16.519,17.228,17.93,18.624,19.312,19.993,20.668,21.335,21.996,22.65,23.298,23.939,24.574,25.202,25.825,26.44,27.05,27.654,28.252,28.843,29.429,30.009,30.583,31.151,31.714,32.271,32.823,33.368,33.909,34.444,34.974,35.498,36.017,36.531,37.04,37.544,38.043,38.537,39.025,39.509,39.988,40.463,40.932,41.397,41.857,42.313,42.764,43.211,43.653,44.09,44.524,44.953,45.377,45.798,46.214,46.626,47.048,47.494,47.94,48.384,48.824,49.259,49.691,50.118,50.542,50.961,51.376,51.788,52.195,52.598,52.998,53.393,53.785,54.173,54.557,54.937,55.314,55.687,56.056,56.422,56.784,57.142,57.497,57.848,58.196,58.54,58.881,59.219,59.553,59.884,60.211,60.536,60.857,61.175,61.489,61.801,62.109,62.415
Wall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"State(4, 2)",0,1,1.784,2.571,3.341,4.104,4.858,5.605,6.346,7.081,7.81,8.534,9.253,9.969,10.681,11.39,12.095,12.796,13.493,14.186,14.874,15.558,16.238,16.913,17.584,18.25,18.91,19.567,20.218,20.865,21.508,22.145,22.778,23.406,24.029,24.647,25.26,25.867,26.469,27.066,27.658,28.245,28.827,29.404,29.976,30.544,31.107,31.665,32.219,32.768,33.312,33.852,34.387,34.917,35.443,35.964,36.481,36.997,37.511,38.023,38.532,39.039,39.553,40.076,40.597,41.115,41.63,42.141,42.647,43.149,43.645,44.138,44.625,45.108,45.586,46.06,46.529,46.994,47.454,47.909,48.36,48.807,49.249,49.687,50.12,50.549,50.974,51.395,51.812,52.224,52.633,53.037,53.437,53.834,54.226,54.615,55,55.38,55.758,56.131,56.5,56.866,57.229,57.587,57.942,58.294,58.642,58.986,59.327,59.665,60,60.331,60.658,60.983,61.304,61.622,61.937,62.248,62.557,62.862
"State(4, 3)",0,-0.04,0.752,1.447,2.216,2.962,3.713,4.457,5.195,5.927,6.653,7.376,8.094,8.808,9.518,10.224,10.927,11.625,12.32,13.01,13.696,14.378,15.055,15.728,16.396,17.06,17.718,18.372,19.022,19.668,20.308,20.945,21.576,22.203,22.825,23.441,24.053,24.659,25.261,25.857,26.448,27.034,27.614,28.191,28.762,29.329,29.892,30.45,31.003,31.551,32.095,32.634,33.168,33.698,34.223,34.744,35.26,35.773,36.285,36.796,37.304,37.809,38.313,38.822,39.336,39.85,40.362,40.871,41.376,41.876,42.372,42.863,43.35,43.832,44.31,44.782,45.251,45.715,46.174,46.629,47.079,47.525,47.967,48.404,48.837,49.266,49.69,50.111,50.527,50.939,51.347,51.752,52.152,52.548,52.94,53.328,53.713,54.094,54.471,54.844,55.213,55.579,55.941,56.3,56.655,57.006,57.354,57.699,58.04,58.378,58.712,59.043,59.37,59.695,60.016,60.334,60.649,60.96,61.269,61.574
"State(4, 4)",0,-1,-1.04,-0.41,0.236,0.984,1.722,2.464,3.199,3.929,4.653,5.371,6.084,6.793,7.497,8.198,8.895,9.587,10.276,10.961,11.642,12.318,12.99,13.658,14.322,14.98,15.635,16.284,16.929,17.57,18.206,18.839,19.466,20.089,20.707,21.32,21.929,22.532,23.131,23.724,24.313,24.896,25.475,26.048,26.617,27.182,27.741,28.297,28.847,29.394,29.935,30.472,31.004,31.532,32.055,32.574,33.088,33.598,34.105,34.61,35.113,35.614,36.112,36.609,37.11,37.616,38.121,38.626,39.128,39.627,40.122,40.612,41.098,41.579,42.056,42.528,42.995,43.458,43.917,44.371,44.821,45.267,45.708,46.144,46.577,47.005,47.429,47.849,48.265,48.677,49.084,49.488,49.888,50.284,50.676,51.064,51.449,51.829,52.206,52.579,52.948,53.314,53.676,54.035,54.39,54.741,55.089,55.433,55.774,56.112,56.446,56.777,57.105,57.429,57.75,58.068,58.383,58.695,59.003,59.308
"State(4, 5) ",0,-0.04,-0.08,-0.11,0.27,0.842,1.517,2.22,2.939,3.657,4.371,5.08,5.782,6.479,7.168,7.852,8.531,9.205,9.874,10.538,11.199,11.855,12.506,13.154,13.797,14.436,15.071,15.701,16.328,16.95,17.568,18.181,18.791,19.396,19.997,20.594,21.186,21.775,22.359,22.938,23.513,24.084,24.651,25.213,25.77,26.323,26.872,27.416,27.956,28.492,29.023,29.55,30.072,30.59,31.104,31.616,32.135,32.649,33.159,33.665,34.169,34.671,35.17,35.666,36.161,36.659,37.159,37.66,38.159,38.656,39.15,39.639,40.125,40.605,41.082,41.554,42.021,42.484,42.942,43.396,43.846,44.291,44.732,45.168,45.601,46.029,46.452,46.872,47.288,47.699,48.107,48.511,48.91,49.306,49.698,50.086,50.47,50.851,51.227,51.6,51.97,52.335,52.697,53.056,53.411,53.762,54.11,54.454,54.795,55.133,55.467,55.798,56.126,56.45,56.771,57.089,57.404,57.715,58.024,58.329
"State(5, 0)",0,1,1.887,2.755,3.613,4.463,5.304,6.137,6.961,7.777,8.585,9.385,10.177,10.961,11.737,12.505,13.266,14.019,14.765,15.503,16.233,16.957,17.673,18.382,19.084,19.779,20.467,21.148,21.822,22.489,23.15,23.805,24.452,25.093,25.728,26.357,26.979,27.595,28.205,28.808,29.406,29.998,30.583,31.163,31.737,32.306,32.868,33.425,33.977,34.523,35.063,35.598,36.128,36.653,37.172,37.686,38.195,38.698,39.197,39.691,40.18,40.664,41.143,41.617,42.087,42.551,43.012,43.467,43.918,44.365,44.807,45.245,45.678,46.107,46.532,46.952,47.368,47.78,48.188,48.593,48.999,49.404,49.809,50.213,50.617,51.019,51.419,51.818,52.215,52.61,53.003,53.393,53.78,54.165,54.547,54.926,55.302,55.675,56.046,56.413,56.777,57.138,57.495,57.85,58.201,58.55,58.895,59.237,59.575,59.911,60.243,60.572,60.899,61.222,61.541,61.858,62.172,62.483,62.79,63.095
