00.000,03.887,13.077,21.388,28.905,35.703,41.851,47.411,52.439,56.987,61.100,64.819,68.183,71.226,73.977,76.465,78.716,80.751,82.591,84.256,85.761,87.123,88.354,89.468,90.475,91.385,92.209,92.954,93.628,94.237,94.788,95.287,95.737,96.145,96.513,96.847,97.148,97.421,97.668,97.891,98.092,98.275,98.440,98.589,98.724,98.846,98.956,99.056,99.146,99.228,99.302
00.000,02.991,11.471,19.775,27.298,34.096,40.244,45.804,50.833,55.380,59.493,63.213,66.577,69.619,72.370,74.859,77.109,79.144,80.985,82.649,84.155,85.516,86.747,87.861,88.868,89.779,90.603,91.347,92.021,92.630,93.182,93.680,94.131,94.538,94.907,95.240,95.542,95.814,96.061,96.284,96.486,96.668,96.833,96.982,97.117,97.239,97.350,97.449,97.540,97.621,97.695
00.000,00.689,10.029,18.346,25.853,32.651,38.799,44.359,49.388,53.936,58.048,61.768,65.132,68.174,70.925,73.414,75.664,77.699,79.540,81.204,82.710,84.071,85.303,86.416,87.423,88.334,89.158,89.903,90.576,91.186,91.737,92.235,92.686,93.093,93.462,93.795,94.097,94.369,94.616,94.839,95.041,95.223,95.388,95.537,95.672,95.794,95.905,96.004,96.095,96.176,96.250
00.000,00.380,08.054,16.969,24.459,31.257,37.405,42.965,47.993,52.541,56.654,60.373,63.737,66.779,69.531,72.019,74.269,76.305,78.145,79.810,81.315,82.677,83.908,85.021,86.029,86.939,87.763,88.508,89.182,89.791,90.342,90.840,91.291,91.699,92.067,92.401,92.702,92.975,93.221,93.444,93.646,93.829,93.994,94.143,94.278,94.400,94.510,94.610,94.700,94.782,94.856
00.000,03.029,09.133,15.355,23.217,30.015,36.163,41.723,46.752,51.300,55.412,59.132,62.496,65.538,68.289,70.778,73.028,75.063,76.904,78.568,80.074,81.435,82.667,83.780,84.787,85.698,86.522,87.267,87.940,88.550,89.101,89.599,90.050,90.457,90.826,91.159,91.461,91.734,91.980,92.203,92.405,92.587,92.752,92.901,93.036,93.158,93.269,93.369,93.459,93.540,93.614
00.000,03.523,10.121,16.343,21.969,28.640,34.788,40.348,45.377,49.924,54.037,57.757,61.121,64.163,66.914,69.403,71.653,73.688,75.529,77.193,78.699,80.060,81.292,82.405,83.412,84.323,85.147,85.892,86.565,87.175,87.726,88.224,88.675,89.082,89.451,89.784,90.086,90.358,90.605,90.828,91.030,91.212,91.377,91.526,91.661,91.783,91.894,91.993,92.084,92.165,92.239
00.000,04.326,11.244,17.466,23.093,28.658,34.876,40.436,45.465,50.013,54.125,57.845,61.209,64.251,67.002,69.491,71.741,73.776,75.617,77.281,78.787,80.148,81.380,82.493,83.500,84.411,85.235,85.980,86.653,87.263,87.814,88.312,88.763,89.170,89.539,89.872,90.174,90.447,90.693,90.916,91.118,91.300,91.465,91.614,91.749,91.871,91.982,92.082,92.172,92.253,92.327
00.000,03.434,09.975,16.197,21.823,27.266,33.369,38.928,43.957,48.505,52.618,56.337,59.701,62.743,65.495,67.983,70.233,72.268,74.109,75.774,77.279,78.640,79.872,80.985,81.992,82.903,83.727,84.472,85.146,85.755,86.306,86.804,87.255,87.663,88.031,88.365,88.666,88.939,89.185,89.408,89.610,89.792,89.957,90.107,90.242,90.364,90.474,90.574,90.664,90.746,90.819
00.000,02.551,08.872,15.092,20.717,26.055,32.022,37.578,42.608,47.156,51.269,54.988,58.352,61.395,64.146,66.634,68.885,70.920,72.760,74.425,75.930,77.292,78.523,79.637,80.644,81.554,82.378,83.123,83.797,84.406,84.957,85.456,85.906,86.314,86.682,87.016,87.317,87.590,87.837,88.060,88.261,88.444,88.609,88.758,88.893,89.015,89.125,89.225,89.315,89.397,89.471
00.000,01.542,09.124,15.206,20.743,25.754,30.310,36.266,41.307,45.855,49.968,53.687,57.051,60.093,62.845,65.333,67.583,69.619,71.459,73.124,74.629,75.991,77.222,78.336,79.343,80.253,81.077,81.822,82.496,83.105,83.656,84.154,84.605,85.013,85.381,85.715,86.016,86.289,86.535,86.759,86.960,87.143,87.308,87.457,87.592,87.714,87.824,87.924,88.014,88.096,88.170
