00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,-00.04,-00.08,-00.11,-00.15,-00.19,00.034,00.486,01.079,01.737,02.425,03.122,03.819,04.513,05.201,05.882,06.558,07.228,07.893,08.552,09.207,09.857,10.503,11.200,11.973,12.754,13.531,14.301,15.063,15.818,16.565,17.305,18.037,18.762,19.480,20.190,20.894,21.590,22.280,22.962,23.638,24.307
00.000,-00.04,00.847,01.715,02.574,03.424,04.266,05.098,05.923,06.739,07.546,08.346,09.138,09.922,10.697,11.466,12.226,12.979,13.724,14.462,15.192,15.915,16.631,17.340,18.041,18.736,19.423,20.105,20.779,21.447,22.109,22.764,23.412,24.054,24.689,25.318,25.941,26.559,27.171,27.778,28.379,28.975
00.000,01.000,01.784,02.571,03.349,04.127,04.902,05.676,06.447,07.215,07.980,08.741,09.498,10.251,10.999,11.742,12.480,13.213,13.940,14.662,15.377,16.087,16.791,17.490,18.182,18.868,19.554,20.236,20.911,21.580,22.242,22.898,23.547,24.190,24.826,25.456,26.080,26.698,27.310,27.917,28.518,29.114
00.000,-00.04,00.752,01.447,02.217,02.976,03.745,04.512,05.279,06.044,06.807,07.566,08.321,09.071,09.817,10.559,11.295,12.026,12.752,13.472,14.187,14.895,15.599,16.296,16.987,17.673,18.352,19.031,19.705,20.373,21.034,21.689,22.338,22.981,23.617,24.247,24.871,25.488,26.100,26.707,27.308,27.906
00.000,-01.00,-01.04,-00.34,00.267,01.001,01.739,02.483,03.222,03.956,04.702,05.458,06.211,06.959,07.703,08.443,09.178,09.908,10.632,11.351,12.065,12.773,13.476,14.173,14.864,15.549,16.229,16.908,17.585,18.258,18.925,19.585,20.240,20.888,21.530,22.165,22.795,23.418,24.036,24.648,25.254,25.854
00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,-00.04,-00.08,-00.11,-00.15,00.142,00.655,01.291,01.974,02.678,03.386,04.092,04.793,05.489,06.178,06.861,07.537,08.209,08.875,09.537,10.195,10.848,11.497,12.141,12.782,13.418,14.050,14.678,15.302,15.921,16.537,17.148,17.755,18.358,18.956,19.551,20.141,20.728,21.310,21.887,22.480,23.132
00.000,-00.04,00.744,01.602,02.459,03.309,04.150,04.982,05.807,06.623,07.431,08.231,09.023,09.807,10.583,11.351,12.112,12.865,13.610,14.348,15.079,15.802,16.519,17.228,17.930,18.624,19.312,19.993,20.668,21.335,21.996,22.650,23.298,23.939,24.574,25.202,25.825,26.440,27.050,27.654,28.252,28.843
00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,01.000,01.784,02.571,03.341,04.104,04.858,05.605,06.346,07.081,07.810,08.534,09.253,09.969,10.681,11.390,12.095,12.796,13.493,14.186,14.874,15.558,16.238,16.913,17.584,18.250,18.910,19.567,20.218,20.865,21.508,22.145,22.778,23.406,24.029,24.647,25.260,25.867,26.469,27.066,27.658,28.245
00.000,-00.04,00.752,01.447,02.216,02.962,03.713,04.457,05.195,05.927,06.653,07.376,08.094,08.808,09.518,10.224,10.927,11.625,12.320,13.010,13.696,14.378,15.055,15.728,16.396,17.060,17.718,18.372,19.022,19.668,20.308,20.945,21.576,22.203,22.825,23.441,24.053,24.659,25.261,25.857,26.448,27.034
00.000,-01.00,-01.04,-00.41,00.236,00.984,01.722,02.464,03.199,03.929,04.653,05.371,06.084,06.793,07.497,08.198,08.895,09.587,10.276,10.961,11.642,12.318,12.990,13.658,14.322,14.980,15.635,16.284,16.929,17.570,18.206,18.839,19.466,20.089,20.707,21.320,21.929,22.532,23.131,23.724,24.313,24.896
00.000,-00.04,-00.08,-00.11,00.270,00.842,01.517,02.220,02.939,03.657,04.371,05.080,05.782,06.479,07.168,07.852,08.531,09.205,09.874,10.538,11.199,11.855,12.506,13.154,13.797,14.436,15.071,15.701,16.328,16.950,17.568,18.181,18.791,19.396,19.997,20.594,21.186,21.775,22.359,22.938,23.513,24.084
00.000,01.000,01.887,02.755,03.613,04.463,05.304,06.137,06.961,07.777,08.585,09.385,10.177,10.961,11.737,12.505,13.266,14.019,14.765,15.503,16.233,16.957,17.673,18.382,19.084,19.779,20.467,21.148,21.822,22.489,23.150,23.805,24.452,25.093,25.728,26.357,26.979,27.595,28.205,28.808,29.406,29.998
00.000,-01.00,-00.40,00.414,01.264,02.112,02.953,03.785,04.610,05.426,06.234,07.034,07.826,08.610,09.386,10.154,10.915,11.668,12.413,13.151,13.882,14.605,15.322,16.031,16.733,17.427,18.115,18.796,19.471,20.138,20.799,21.453,22.101,22.742,23.377,24.005,24.628,25.243,25.853,26.457,27.055,27.646
00.000,-00.04,00.847,01.633,02.405,03.160,03.907,04.645,05.376,06.099,06.816,07.527,08.250,08.968,09.681,10.391,11.096,11.797,12.494,13.186,13.874,14.558,15.237,15.911,16.580,17.245,17.904,18.559,19.209,19.854,20.495,21.130,21.761,22.387,23.008,23.624,24.235,24.841,25.441,26.037,26.627,27.212
00.000,01.000,01.784,02.561,03.322,04.075,04.820,05.557,06.286,07.009,07.725,08.433,09.135,09.832,10.524,11.211,11.893,12.571,13.244,13.913,14.577,15.237,15.892,16.544,17.191,17.833,18.472,19.106,19.735,20.361,20.981,21.598,22.210,22.818,23.422,24.021,24.616,25.207,25.793,26.375,26.952,27.525
00.000,-00.04,00.649,01.334,02.079,02.820,03.564,04.300,05.031,05.754,06.470,07.179,07.881,08.578,09.269,09.955,10.636,11.313,11.985,12.653,13.317,13.976,14.631,15.281,15.928,16.570,17.207,17.841,18.470,19.095,19.715,20.332,20.944,21.551,22.155,22.754,23.348,23.939,24.525,25.106,25.683,26.255
00.000,-00.04,-00.08,00.458,01.050,01.737,02.449,03.175,03.900,04.621,05.336,06.045,06.747,07.443,08.132,08.815,09.494,10.168,10.838,11.503,12.163,12.820,13.472,14.119,14.763,15.402,16.037,16.668,17.295,17.917,18.535,19.149,19.758,20.364,20.965,21.562,22.154,22.743,23.327,23.906,24.482,25.052
